state,county,Date,positive_pct,transmission_level,dose_1_pct,fully_pct,metro
Ohio,Ashtabula County,2022-03-27,4.99,moderate,56.2,52.4,Non-metro
Nebraska,Nuckolls County,2022-03-27,3.6294571536429,low,49.7,49.7,Non-metro
Nebraska,Adams County,2022-03-27,33.33,high,54.4918086045924,42,Non-metro
Ohio,Wood County,2022-03-27,2.89,moderate,64.8,61.6,Metro
Minnesota,Douglas County,2022-03-27,3.08,moderate,60.9,57.2,Non-metro
Kansas,Geary County,2022-03-27,4.29,moderate,95,89,Non-metro
Ohio,Morgan County,2022-03-27,2.27,moderate,44.8,42.2,Non-metro
Nebraska,Harlan County,2022-03-27,3.6294571536429,NA,40.5,40.1,Non-metro
Wisconsin,Taylor County,2022-03-27,0.71,low,37.2,35.4,Non-metro
South Dakota,Kingsbury County,2022-03-27,0,moderate,84.3,66.9,Non-metro
Wisconsin,Ozaukee County,2022-03-27,3.02,moderate,77.6,71.4,Metro
Michigan,Allegan County,2022-03-27,3.48,moderate,52.6,52,Non-metro
Minnesota,Red Lake County,2022-03-27,0,low,60.9,56.2,Non-metro
Ohio,Shelby County,2022-03-27,3.03,moderate,37.8,35.9,Non-metro
Kansas,Ottawa County,2022-03-27,0,low,50.8,43.9,Non-metro
Illinois,LaSalle County,2022-03-27,1.44,moderate,63.6,58,Non-metro
Minnesota,Traverse County,2022-03-27,0,low,68.2,63.3,Non-metro
Kansas,Smith County,2022-03-27,3.6294571536429,low,48.1,44.7,Non-metro
North Dakota,Cass County,2022-03-27,2.11,moderate,69.1,59.8,Metro
Nebraska,Greeley County,2022-03-27,3.6294571536429,low,54.4918086045924,40.5,Non-metro
Indiana,Hamilton County,2022-03-27,3.27,moderate,77.9,71,Metro
North Dakota,Ransom County,2022-03-27,1.23,moderate,66.9,58.7,Non-metro
Nebraska,Hall County,2022-03-27,1.64,low,49.4,48.8,Metro
Illinois,Cook County,2022-03-27,1.5,substantial,81.7,72.3,Metro
Illinois,Madison County,2022-03-27,1.32,moderate,69.1,61.9,Metro
Michigan,Oakland County,2022-03-27,3.7,substantial,69.3,66.1,Metro
Minnesota,Big Stone County,2022-03-27,2.78,moderate,67,62.9,Non-metro
Illinois,Kane County,2022-03-27,2.52,substantial,73.7,66.9,Metro
Ohio,Lorain County,2022-03-27,1.61,moderate,66.9,63.3,Metro
Michigan,Washtenaw County,2022-03-27,3.54,high,74.9,70.8,Metro
Minnesota,Renville County,2022-03-27,1.06,moderate,57.8,54.7,Non-metro
Indiana,Jefferson County,2022-03-27,1.12,moderate,61.3,55.6,Non-metro
Minnesota,Clay County,2022-03-27,2.84,moderate,74.9,59,Metro
Kansas,Decatur County,2022-03-27,3.6294571536429,moderate,42.9,40.1,Non-metro
Illinois,Lake County,2022-03-27,2.35,substantial,88.8,77.6,Metro
Missouri,Lewis County,2022-03-27,3.41,substantial,42.1,33.8,Non-metro
Michigan,Roscommon County,2022-03-27,6.98,moderate,58.2,56,Non-metro
Nebraska,Red Willow County,2022-03-27,0,low,54.4918086045924,36.9,Non-metro
North Dakota,Griggs County,2022-03-27,3.7,moderate,51.1,46.1,Non-metro
Indiana,Howard County,2022-03-27,2.12,moderate,52.1,47.1,Metro
Indiana,Ohio County,2022-03-27,0,moderate,82.4,75.2,Metro
Wisconsin,Racine County,2022-03-27,2.54,moderate,66,60.4,Metro
Ohio,Wayne County,2022-03-27,1.16,low,47.7,45.5,Non-metro
Wisconsin,Kewaunee County,2022-03-27,0.88,low,54.7,52,Metro
North Dakota,Traill County,2022-03-27,0,moderate,61.3,53.7,Non-metro
Minnesota,Pennington County,2022-03-27,3.06,low,54,53.5,Non-metro
Nebraska,Howard County,2022-03-27,3.6294571536429,low,54.4918086045924,42,Metro
Ohio,Mahoning County,2022-03-27,2.44,moderate,61.2,56.8,Metro
North Dakota,LaMoure County,2022-03-27,0,moderate,54.3,48,Non-metro
North Dakota,Eddy County,2022-03-27,0,high,54.5,51.3,Non-metro
Wisconsin,Brown County,2022-03-27,2.18,moderate,69.3,64.8,Metro
Minnesota,Jackson County,2022-03-27,4.48,moderate,55.1,50.8,Non-metro
Illinois,Kendall County,2022-03-27,3.25,substantial,74.7,68.5,Metro
Wisconsin,Shawano County,2022-03-27,2.05,moderate,56.9,53.4,Non-metro
Nebraska,Deuel County,2022-03-27,3.6294571536429,low,54.4918086045924,34.5,Non-metro
Minnesota,Mahnomen County,2022-03-27,3.85,substantial,67.9,59.7,Non-metro
Kansas,Grant County,2022-03-27,0,moderate,52.5,47.3,Non-metro
Michigan,Wayne County,2022-03-27,1.98,substantial,57.5,54,Metro
Ohio,Tuscarawas County,2022-03-27,1.23,moderate,46.8,44.2,Non-metro
Michigan,Crawford County,2022-03-27,3.77,moderate,52.4,50.9,Non-metro
Kansas,Saline County,2022-03-27,4.19,moderate,56.5,50.1,Non-metro
Michigan,St. Clair County,2022-03-27,4.02,substantial,51.5,49.6,Metro
Illinois,Jersey County,2022-03-27,0.94,moderate,60,55.8,Metro
Minnesota,Marshall County,2022-03-27,1.44,moderate,54.3,49.7,Non-metro
Minnesota,Wadena County,2022-03-27,1.63,moderate,53.1,49.7,Non-metro
Indiana,Dearborn County,2022-03-27,3.37,moderate,69.9,61.3,Metro
Kansas,Comanche County,2022-03-27,3.6294571536429,low,50.6,45.7,Non-metro
Ohio,Carroll County,2022-03-27,1.52,moderate,45.9,43.8,Metro
Minnesota,Becker County,2022-03-27,3.97,moderate,59.3,54.2,Non-metro
Wisconsin,Kenosha County,2022-03-27,2.96,moderate,67.1,59.9,Metro
Illinois,Putnam County,2022-03-27,3.28,moderate,62.2,57.5,Non-metro
Ohio,Sandusky County,2022-03-27,1.77,moderate,54.9,52.5,Non-metro
Illinois,Pike County,2022-03-27,1.24,moderate,44.5,41.1,Non-metro
Ohio,Trumbull County,2022-03-27,4.01,moderate,59,54.5,Metro
Illinois,Calhoun County,2022-03-27,0,moderate,56.5,51.9,Metro
Missouri,Pike County,2022-03-27,0.79,low,42.2,37.3,Non-metro
Minnesota,Nobles County,2022-03-27,1.61,moderate,65.9,61,Non-metro
Illinois,DeKalb County,2022-03-27,1.92,substantial,61.5,56.5,Metro
Kansas,Stanton County,2022-03-27,3.6294571536429,low,55.7,50.9,Non-metro
South Dakota,Roberts County,2022-03-27,0,low,88.7,73.5,Non-metro
Wisconsin,Washington County,2022-03-27,2.98,moderate,61.7,57.5,Metro
North Dakota,Steele County,2022-03-27,3.6294571536429,low,54.2,46.4,Non-metro
Minnesota,Cottonwood County,2022-03-27,3.17,substantial,59,55.8,Non-metro
Missouri,Monroe County,2022-03-27,1.47,substantial,51,44.1,Non-metro
North Dakota,Sargent County,2022-03-27,0,substantial,64.9,58.2,Non-metro
Kansas,Wallace County,2022-03-27,3.6294571536429,low,38.9,37.3,Non-metro
Missouri,Marion County,2022-03-27,1.93,moderate,47,41.7,Non-metro
Ohio,Erie County,2022-03-27,3,moderate,62.4,59,Non-metro
Minnesota,Aitkin County,2022-03-27,1.96,moderate,63,58.6,Non-metro
South Dakota,Lawrence County,2022-03-27,1.92,low,71.1,56.8,Non-metro
North Dakota,Richland County,2022-03-27,0,moderate,58.7,50.9,Non-metro
Kansas,Lincoln County,2022-03-27,0,low,47.4,43.8,Non-metro
North Dakota,Dickey County,2022-03-27,0,low,57.7,52.5,Non-metro
Indiana,Madison County,2022-03-27,2.04,moderate,57.3,52.2,Metro
Illinois,Livingston County,2022-03-27,0.74,moderate,54.8,50.7,Non-metro
Minnesota,Crow Wing County,2022-03-27,3.15,moderate,60.2,56.3,Non-metro
Minnesota,Redwood County,2022-03-27,0.96,moderate,56.8,54.1,Non-metro
Indiana,Tipton County,2022-03-27,0,low,49.1,44.9,Non-metro
Ohio,Miami County,2022-03-27,1.64,moderate,50.3,47.5,Metro
Nebraska,Hitchcock County,2022-03-27,3.6294571536429,low,54.4918086045924,33.8,Non-metro
Kansas,Clay County,2022-03-27,0,low,66.9,60.1,Non-metro
Kansas,Sherman County,2022-03-27,2.13,low,48.4,44.1,Non-metro
Wisconsin,Menominee County,2022-03-27,1.23,low,83.6,79.6,Non-metro
Michigan,Sanilac County,2022-03-27,2.29,low,44,42.6,Non-metro
Illinois,Adams County,2022-03-27,1.26,moderate,56.7,52.2,Non-metro
Wisconsin,Barron County,2022-03-27,0.75,moderate,57,53.3,Non-metro
Ohio,Huron County,2022-03-27,2.55,moderate,50,47.5,Non-metro
Minnesota,Murray County,2022-03-27,0,moderate,58.1,54.4,Non-metro
Wisconsin,Oconto County,2022-03-27,0.46,moderate,56.1,53,Metro
Wisconsin,Door County,2022-03-27,2.98,moderate,84.2,78,Non-metro
Kansas,Sheridan County,2022-03-27,3.6294571536429,low,39.2,35.3,Non-metro
Kansas,Ellsworth County,2022-03-27,0,low,59.4,56.3,Non-metro
Minnesota,Martin County,2022-03-27,4.84,moderate,58.5,55.2,Non-metro
North Dakota,Ramsey County,2022-03-27,2.9,low,63.5,56.4,Non-metro
Indiana,Lawrence County,2022-03-27,2.68,moderate,54.2,49.2,Non-metro
Kansas,Harper County,2022-03-27,0,low,52.7,48.1,Non-metro
Michigan,Macomb County,2022-03-27,3.82,substantial,58.2,56.7,Metro
Minnesota,Wilkin County,2022-03-27,0,high,64.4,53.9,Non-metro
Nebraska,Kimball County,2022-03-27,3.6294571536429,low,54.4918086045924,34.9,Non-metro
Nebraska,Hamilton County,2022-03-27,3.6294571536429,low,54.4918086045924,46.1,Metro
Ohio,Stark County,2022-03-27,2.33,moderate,57.7,54.5,Metro
Ohio,Holmes County,2022-03-27,1.29,low,18.8,18,Non-metro
North Dakota,Benson County,2022-03-27,10.71,high,57.4,51.6,Non-metro
Missouri,Audrain County,2022-03-27,1.15,low,43.2,37.7,Non-metro
Indiana,Orange County,2022-03-27,2.97,moderate,61,55.3,Non-metro
Wisconsin,Langlade County,2022-03-27,0.78,moderate,56.6,53.7,Non-metro
Michigan,Otsego County,2022-03-27,4.55,moderate,57.3,55.3,Non-metro
Minnesota,Brown County,2022-03-27,3.46,moderate,68.4,65.7,Non-metro
Minnesota,Hubbard County,2022-03-27,4.6,moderate,51,47.1,Non-metro
North Dakota,Barnes County,2022-03-27,0,moderate,65.2,56.9,Non-metro
Wisconsin,Waukesha County,2022-03-27,3.62,moderate,75.8,69.7,Metro
Indiana,Cass County,2022-03-27,1.2,moderate,50.8,45.4,Non-metro
Missouri,Ralls County,2022-03-27,0,moderate,31.4,28.2,Non-metro
Illinois,DuPage County,2022-03-27,2.65,high,83.7,76.9,Metro
Kansas,Kiowa County,2022-03-27,0,low,56.3,50.9,Non-metro
Kansas,Pratt County,2022-03-27,0,low,55.8,48.8,Non-metro
Kansas,Norton County,2022-03-27,0,low,54,52.7,Non-metro
Kansas,Thomas County,2022-03-27,0,low,46.3,41.3,Non-metro
Kansas,Phillips County,2022-03-27,8.33,substantial,47.1,43,Non-metro
Nebraska,Merrick County,2022-03-27,3.6294571536429,low,44.9,43.4,Metro
Michigan,Ottawa County,2022-03-27,4.97,moderate,58.2,57.4,Metro
Missouri,Montgomery County,2022-03-27,0,low,54.9,48.4,Non-metro
Indiana,Ripley County,2022-03-27,2.98,low,52.8,47.9,Non-metro
Minnesota,Cass County,2022-03-27,3.39,substantial,63,56.7,Non-metro
Nebraska,Cheyenne County,2022-03-27,3.6294571536429,low,45.1,42.7,Non-metro
Illinois,McHenry County,2022-03-27,2.16,substantial,73.2,66.8,Metro
Michigan,Livingston County,2022-03-27,3.58,high,61.2,60,Metro
Illinois,Bureau County,2022-03-27,1.02,moderate,63.8,56.9,Non-metro
Wisconsin,Milwaukee County,2022-03-27,2.48,moderate,71.4,64,Metro
Wisconsin,Rusk County,2022-03-27,1.22,moderate,44,41.1,Non-metro
Minnesota,Norman County,2022-03-27,0,moderate,66.1,60,Non-metro
Illinois,Bond County,2022-03-27,0.95,moderate,59,55,Metro
Missouri,Dunklin County,2022-03-27,0,high,43.8,37.1,Non-metro
Kansas,Kingman County,2022-03-27,2.25,moderate,52.1,46.8,Metro
Indiana,Switzerland County,2022-03-27,3.03,low,33.9,30.8,Non-metro
Minnesota,Kittson County,2022-03-27,3.33,low,65.9,59.2,Non-metro
Kansas,Seward County,2022-03-27,9.76,substantial,62.9,45.7,Non-metro
Kansas,Morton County,2022-03-27,3.6294571536429,low,47.6,41.6,Non-metro
Ohio,Henry County,2022-03-27,2.72,moderate,55.4,53.8,Non-metro
Kansas,Cheyenne County,2022-03-27,3.6294571536429,low,50.5,45.7,Non-metro
Ohio,Williams County,2022-03-27,3.68,moderate,48.2,44.6,Non-metro
Kansas,Rawlins County,2022-03-27,3.6294571536429,low,46.2,43,Non-metro
Ohio,Paulding County,2022-03-27,7.02,moderate,44.9,42,Non-metro
Ohio,Defiance County,2022-03-27,3.77,moderate,51.4,48.9,Non-metro
Kansas,Gray County,2022-03-10,4,low,50.9,45.4,Non-metro
Missouri,Clay County,2022-03-10,3.83,low,62.2,53.5,Metro
Nebraska,Arthur County,2022-03-17,3.6294571536429,NA,54.4918086045925,19.4,Non-metro
Nebraska,Sioux County,2022-03-18,3.6294571536429,low,54.4918086045925,24.7,Non-metro
Nebraska,Garden County,2022-03-18,3.6294571536429,NA,54.4918086045926,45.3,Non-metro
Nebraska,Wheeler County,2022-03-18,3.6294571536429,NA,54.4918086045926,31.3,Non-metro
Kansas,Woodson County,2022-03-18,0,low,47.3,41.9,Non-metro
Kansas,Pawnee County,2022-03-21,1.54,low,57.7,53.4,Non-metro
Kansas,Barber County,2022-03-21,0,low,52.4,46.7,Non-metro
Nebraska,Thomas County,2022-03-21,3.6294571536429,NA,54.4918086045925,24.7,Non-metro
Nebraska,Wheeler County,2022-03-29,3.6294571536429,NA,54.4918086045924,31.3,Non-metro
Kansas,Greeley County,2022-03-29,3.6294571536429,low,54.9,51.3,Non-metro
Nebraska,Grant County,2022-03-30,3.6294571536429,NA,54.4918086045924,20.7,Non-metro
Missouri,Worth County,2022-03-30,3.12,low,47.4,40.8,Non-metro
Michigan,Lake County,2022-03-30,0,low,66,63.6,Non-metro
Missouri,Lewis County,2022-03-30,4.82,low,42.1,33.8,Non-metro
Nebraska,Otoe County,2022-03-30,0,low,57,55.9,Non-metro
Kansas,Woodson County,2022-03-30,0,low,47.5,41.9,Non-metro
Nebraska,Hall County,2022-03-30,0,low,49.5,48.9,Metro
Missouri,Jasper County,2022-03-03,5.85,substantial,54.5,46.8,Metro
Missouri,Crawford County,2022-03-03,4.73,moderate,38,33.1,Non-metro
Minnesota,Red Lake County,2022-03-03,4.35,high,60.8,55.9,Non-metro
Wisconsin,Winnebago County,2022-03-03,3.49,substantial,65.7,60.6,Metro
South Dakota,Hutchinson County,2022-03-03,0.85,low,60.4,53.4,Non-metro
Nebraska,Arthur County,2022-03-03,3.6294571536429,NA,0,19.2,Non-metro
Wisconsin,Chippewa County,2022-03-03,5.2,substantial,59.9,56.5,Metro
Illinois,LaSalle County,2022-03-03,1.69,high,63.2,57.4,Non-metro
South Dakota,Aurora County,2022-03-03,0,moderate,63.4,53.9,Non-metro
Ohio,Ottawa County,2022-03-03,4.95,high,65.3,61.1,Non-metro
Nebraska,Dixon County,2022-03-03,3.6294571536429,high,0,43.4,Metro
Missouri,New Madrid County,2022-03-03,1.59,substantial,38.4,33.1,Non-metro
Ohio,Delaware County,2022-03-03,4.37,moderate,77.9,74.6,Metro
South Dakota,McCook County,2022-03-03,4.76,substantial,69.5,56.9,Metro
Nebraska,Cedar County,2022-03-03,3.6294571536429,low,0,40.6,Non-metro
Illinois,Tazewell County,2022-03-03,1.48,substantial,62.6,58.6,Metro
Illinois,Hancock County,2022-03-03,6.45,substantial,57,47,Non-metro
Minnesota,Rock County,2022-03-03,3.61,substantial,61.2,53.6,Non-metro
Wisconsin,Dunn County,2022-03-03,6.42,substantial,51.9,48.7,Non-metro
Nebraska,Richardson County,2022-03-03,7.69,moderate,55.9,51.6,Non-metro
Missouri,Grundy County,2022-03-03,12.88,high,40.3,34.9,Non-metro
Nebraska,Scotts Bluff County,2022-03-03,5.51,moderate,0,41.1,Non-metro
Minnesota,Freeborn County,2022-03-03,3.79,high,60.5,57,Non-metro
Nebraska,Chase County,2022-03-03,0,low,0,33.3,Non-metro
Illinois,Cook County,2022-03-03,0.9,substantial,81,71.3,Metro
Kansas,Seward County,2022-03-03,1.28,low,62.5,45.2,Non-metro
Michigan,Oakland County,2022-03-03,4.4,high,69,65.8,Metro
Ohio,Hancock County,2022-03-03,1.84,substantial,53.8,50.3,Non-metro
Kansas,Pottawatomie County,2022-03-03,13.64,high,46.1,40.8,Metro
Missouri,Iron County,2022-03-03,2.34,high,43.3,38.3,Non-metro
Missouri,Adair County,2022-03-03,2.99,substantial,51.6,44.4,Non-metro
North Dakota,Slope County,2022-03-03,3.6294571536429,low,14.4,11.1,Non-metro
Missouri,Mercer County,2022-03-03,4,high,41.8,35,Non-metro
Ohio,Lucas County,2022-03-03,3.2,substantial,61.9,57.4,Metro
Kansas,Sedgwick County,2022-03-03,4.23,substantial,65.6,52.8,Metro
Ohio,Lorain County,2022-03-03,3.24,moderate,66.6,62.9,Metro
Michigan,Washtenaw County,2022-03-03,2.96,high,74.6,70.4,Metro
Missouri,Callaway County,2022-03-03,6.29,substantial,53.8,46.8,Metro
Missouri,Washington County,2022-03-03,6.32,high,37.1,31.4,Non-metro
Indiana,Jefferson County,2022-03-03,7.91,moderate,61,55.3,Non-metro
Kansas,Sumner County,2022-03-03,4.44,high,48.6,42.9,Metro
South Dakota,Buffalo County,2022-03-03,3.6294571536429,low,66.6,60.4,Non-metro
Missouri,Clark County,2022-03-03,6.45,moderate,36.7,30.7,Non-metro
North Dakota,Adams County,2022-03-03,4.35,high,56.1,48.3,Non-metro
Ohio,Madison County,2022-03-03,2.49,moderate,53,50.4,Metro
South Dakota,Lake County,2022-03-03,0,moderate,59.3,49.7,Non-metro
Kansas,Morton County,2022-03-03,3.6294571536429,high,47.2,41.3,Non-metro
Missouri,Wayne County,2022-03-03,2.67,moderate,41.7,35.9,Non-metro
Illinois,Lake County,2022-03-03,1.7,substantial,88.2,76.8,Metro
Minnesota,Stearns County,2022-03-03,2.52,substantial,62.4,58.3,Metro
Michigan,Lake County,2022-03-03,10,high,64.6,62,Non-metro
Michigan,Roscommon County,2022-03-03,7.81,substantial,58.1,55.8,Non-metro
Minnesota,Pipestone County,2022-03-03,5.49,substantial,58,54,Non-metro
Missouri,Sullivan County,2022-03-03,4.05,moderate,49.2,42.3,Non-metro
Kansas,Wichita County,2022-03-03,0,low,53.9,51.1,Non-metro
South Dakota,Lyman County,2022-03-03,0,low,84.8,64.1,Non-metro
Missouri,Morgan County,2022-03-03,2.02,substantial,41.9,36.4,Non-metro
Indiana,Ohio County,2022-03-03,3.12,substantial,81.9,74.7,Metro
South Dakota,Sanborn County,2022-03-03,3.6294571536429,low,65.7,54.9,Non-metro
Missouri,Scotland County,2022-03-03,4,low,30.2,26,Non-metro
Ohio,Seneca County,2022-03-03,3.7,substantial,50.5,48.5,Non-metro
Wisconsin,Kewaunee County,2022-03-03,2.3,low,54.5,51.7,Metro
Wisconsin,Green Lake County,2022-03-03,2.74,substantial,59.3,55.4,Non-metro
Missouri,Maries County,2022-03-03,3.28,substantial,49.1,43.4,Non-metro
Minnesota,Pennington County,2022-03-03,6.28,high,53.8,53.2,Non-metro
South Dakota,Miner County,2022-03-03,3.6294571536429,low,63.9,54.2,Non-metro
Nebraska,McPherson County,2022-03-03,3.6294571536429,low,0,14.4,Non-metro
Wisconsin,Juneau County,2022-03-03,2.96,substantial,57.5,53,Non-metro
Kansas,Riley County,2022-03-03,4.66,high,44.2,38.8,Metro
Ohio,Mahoning County,2022-03-03,3.87,moderate,60.9,56.4,Metro
Missouri,Miller County,2022-03-03,4.52,moderate,37.8,33.1,Non-metro
Wisconsin,Brown County,2022-03-03,2.71,substantial,69,64.3,Metro
Missouri,Perry County,2022-03-03,4.15,high,43.8,39.2,Non-metro
Missouri,Pulaski County,2022-03-03,5.97,substantial,61.2,50.2,Non-metro
Missouri,Benton County,2022-03-03,12.29,high,54.4,47.2,Non-metro
Nebraska,Thurston County,2022-03-03,3.6294571536429,low,84.6,72.3,Non-metro
Michigan,Wayne County,2022-03-03,1.94,high,57.3,53.6,Metro
Michigan,Crawford County,2022-03-03,15.89,high,52.3,50.8,Non-metro
Kansas,Jackson County,2022-03-03,2.96,substantial,70.2,63.5,Metro
Nebraska,Box Butte County,2022-03-03,3.6294571536429,NA,0,33.5,Non-metro
Nebraska,Banner County,2022-03-03,3.6294571536429,high,0,32.2,Non-metro
Nebraska,Hooker County,2022-03-03,3.6294571536429,low,42.2,41.8,Non-metro
South Dakota,Perkins County,2022-03-03,0,substantial,36.1,32,Non-metro
Illinois,Mason County,2022-03-03,1.57,substantial,56,52.8,Non-metro
Missouri,Phelps County,2022-03-03,6.05,high,50,43.2,Non-metro
Kansas,Shawnee County,2022-03-03,4.84,substantial,69.6,60.8,Metro
Ohio,Champaign County,2022-03-03,6.99,substantial,48.6,45.3,Non-metro
Kansas,Nemaha County,2022-03-03,2.89,moderate,57.7,53.8,Non-metro
Minnesota,Marshall County,2022-03-03,5.68,high,54.2,49.7,Non-metro
Missouri,Pettis County,2022-03-03,3.74,high,48.8,42.1,Non-metro
Indiana,Dearborn County,2022-03-03,4.33,substantial,69.5,60.8,Metro
Illinois,Putnam County,2022-03-03,0.93,substantial,62,57.2,Non-metro
North Dakota,Hettinger County,2022-03-03,0,high,44.7,38.9,Non-metro
Ohio,Sandusky County,2022-03-03,3.24,moderate,54.7,52.3,Non-metro
Missouri,Moniteau County,2022-03-03,3.31,substantial,39.8,35.6,Metro
Nebraska,Perkins County,2022-03-03,3.6294571536429,high,41.1,40.5,Non-metro
Minnesota,Isanti County,2022-03-03,4.03,substantial,46,42.6,Metro
Ohio,Trumbull County,2022-03-03,4.18,moderate,58.8,54.2,Metro
Ohio,Clark County,2022-03-03,4.18,substantial,56,52.4,Metro
South Dakota,Charles Mix County,2022-03-03,2.91,substantial,70.3,53.5,Non-metro
Michigan,Monroe County,2022-03-03,4.67,substantial,61.9,56.2,Metro
South Dakota,Lincoln County,2022-03-03,2.65,moderate,74.9,58,Metro
Minnesota,Benton County,2022-03-03,2.66,high,46.4,43.1,Metro
Nebraska,Dundy County,2022-03-03,3.6294571536429,low,41.2,38.8,Non-metro
Wisconsin,Adams County,2022-03-03,4.97,high,60.8,56.2,Non-metro
Illinois,Union County,2022-03-03,1.25,substantial,61.5,55.8,Non-metro
Nebraska,Keith County,2022-03-03,8.33,substantial,0,37.4,Non-metro
Wisconsin,Dodge County,2022-03-03,2.86,substantial,55.5,51.7,Non-metro
Missouri,Ripley County,2022-03-03,4.02,moderate,34.5,28.9,Non-metro
Missouri,Gasconade County,2022-03-03,2.8,substantial,55.6,50.4,Non-metro
Illinois,Marshall County,2022-03-03,2.77,high,61.3,56.5,Metro
Missouri,St. Francois County,2022-03-03,11.02,high,49.1,43,Non-metro
Illinois,Fulton County,2022-03-03,1.62,high,60.9,56.6,Non-metro
Ohio,Fayette County,2022-03-03,3.12,substantial,46.4,43.1,Non-metro
Nebraska,Dakota County,2022-03-03,8.7,substantial,71.2,62.9,Metro
South Dakota,Union County,2022-03-03,26.83,high,66.6,50.8,Metro
Illinois,Peoria County,2022-03-03,2.22,high,66.3,60.8,Metro
Illinois,Alexander County,2022-03-03,0,moderate,39,32.3,Metro
Ohio,Erie County,2022-03-03,2.78,moderate,62.2,58.7,Non-metro
Missouri,Saline County,2022-03-03,4.86,substantial,52.3,46.1,Non-metro
Nebraska,Pawnee County,2022-03-03,3.6294571536429,low,43.7,42.9,Non-metro
Kansas,Marion County,2022-03-03,6.49,substantial,54.9,48.5,Non-metro
South Dakota,Lawrence County,2022-03-03,7.07,moderate,70.9,56.5,Non-metro
Michigan,Wexford County,2022-03-03,9.14,high,51.7,51,Non-metro
Kansas,Cowley County,2022-03-03,0.64,substantial,55,47.6,Non-metro
Wisconsin,Waushara County,2022-03-03,2.22,substantial,47.5,44.5,Non-metro
Indiana,Starke County,2022-03-03,6.3,moderate,40.8,36.7,Non-metro
Missouri,Osage County,2022-03-03,6.73,substantial,43.4,39.4,Metro
Illinois,Livingston County,2022-03-03,0.81,high,54.5,50.3,Non-metro
Missouri,St. Louis City,2022-03-03,3.83,substantial,NA,NA,NA
Illinois,Hamilton County,2022-03-03,0.88,substantial,42.2,38.4,Non-metro
