state,county,Date,positive_pct,transmission_level,dose_1_pct,fully_pct,metro
Ohio,Clark County,2022-03-27,1.28,low,56.3,52.7,Metro
Nebraska,Buffalo County,2022-03-27,6.14,moderate,54.4918086045924,41.6,Non-metro
Michigan,Alger County,2022-03-27,3.12,moderate,66.4,62.1,Non-metro
Wisconsin,Adams County,2022-03-27,2.92,substantial,61.1,56.5,Non-metro
Indiana,Crawford County,2022-03-27,1.98,moderate,41.4,37,Non-metro
Ohio,Crawford County,2022-03-27,2.53,moderate,46.9,45,Non-metro
Nebraska,Sherman County,2022-03-27,3.6294571536429,low,54.4918086045924,39.3,Non-metro
Ohio,Meigs County,2022-03-27,2.34,substantial,53,46.6,Non-metro
Illinois,Williamson County,2022-03-27,1.6,moderate,60.7,55.3,Metro
Michigan,Alpena County,2022-03-27,11,high,56.3,55.6,Non-metro
Nebraska,Custer County,2022-03-27,3.6294571536429,low,38.1,37.8,Non-metro
Kansas,Miami County,2022-03-27,1.56,moderate,53.9,47.2,Metro
Kansas,Stevens County,2022-03-27,12.5,high,44.6,38.8,Non-metro
Missouri,Atchison County,2022-03-27,0,low,64.6,55.8,Non-metro
Michigan,Montmorency County,2022-03-27,3.66,low,56,54.3,Non-metro
Minnesota,Waseca County,2022-03-27,2.27,moderate,60.2,57,Non-metro
Missouri,Cooper County,2022-03-27,2.08,low,50.4,44.2,Non-metro
Michigan,Kalamazoo County,2022-03-27,4.5,moderate,62.1,61.2,Metro
Illinois,Hamilton County,2022-03-27,3.45,substantial,42.8,39.1,Non-metro
Missouri,Macon County,2022-03-27,1.11,moderate,44.5,40,Non-metro
Wisconsin,Walworth County,2022-03-27,2.89,moderate,59.5,53.8,Non-metro
Missouri,Barton County,2022-03-27,0,high,38.1,33,Non-metro
South Dakota,Bon Homme County,2022-03-27,0,moderate,66.5,57.3,Non-metro
Missouri,McDonald County,2022-03-27,1.28,high,42.4,32.8,Metro
Kansas,Douglas County,2022-03-27,5.03,moderate,80.7,61.1,Metro
Indiana,Parke County,2022-03-27,0,low,43.5,39.5,Non-metro
Michigan,Marquette County,2022-03-27,3.89,moderate,66.6,63.8,Non-metro
Missouri,Randolph County,2022-03-27,1.15,moderate,44.4,37.9,Non-metro
Nebraska,Valley County,2022-03-27,3.6294571536429,low,54.4918086045924,32.9,Non-metro
Kansas,Woodson County,2022-03-27,0,low,47.5,41.9,Non-metro
Michigan,Presque Isle County,2022-03-27,0,moderate,61.3,59.7,Non-metro
Ohio,Wyandot County,2022-03-27,2.9,moderate,49,47.5,Non-metro
Illinois,Clinton County,2022-03-27,0.86,substantial,65.7,59.6,Metro
Nebraska,Franklin County,2022-03-27,3.6294571536429,high,54.4918086045924,38.5,Non-metro
Indiana,Sullivan County,2022-03-27,0,moderate,54.1,49.3,Metro
South Dakota,Stanley County,2022-03-27,3.6294571536429,substantial,71.5,58.6,Non-metro
Illinois,Randolph County,2022-03-27,0.91,moderate,57.1,52.3,Non-metro
South Dakota,Sully County,2022-03-27,3.6294571536429,low,54.4,44.4,Non-metro
Minnesota,Otter Tail County,2022-03-27,4.28,substantial,55.1,50.5,Non-metro
Kansas,Greeley County,2022-03-27,3.6294571536429,low,54.9,51.3,Non-metro
South Dakota,Clay County,2022-03-27,0,moderate,81.8,67.6,Non-metro
Nebraska,Antelope County,2022-03-27,3.6294571536429,low,54.4918086045924,37.1,Non-metro
Indiana,Fayette County,2022-03-27,0.83,moderate,43.7,39.7,Non-metro
Kansas,Johnson County,2022-03-27,3.73,moderate,94.2,74.6,Metro
Illinois,St. Clair County,2022-03-27,1.23,moderate,71.6,63,Metro
Michigan,Delta County,2022-03-27,3.17,low,64.4,61.4,Non-metro
Kansas,Cherokee County,2022-03-27,1.85,low,54.1,45.5,Non-metro
Missouri,Shelby County,2022-03-27,0,high,51.5,46.7,Non-metro
Kansas,Neosho County,2022-03-27,2.83,moderate,33.7,27.5,Non-metro
Illinois,Monroe County,2022-03-27,0.92,moderate,68.8,62.2,Metro
Michigan,Gladwin County,2022-03-27,4.76,low,49.5,47.7,Non-metro
South Dakota,Yankton County,2022-03-27,0,low,77.8,63.7,Non-metro
Nebraska,Thomas County,2022-03-27,3.6294571536429,NA,54.4918086045924,24.7,Non-metro
Ohio,Gallia County,2022-03-27,2.07,moderate,51.2,46.6,Non-metro
Kansas,Allen County,2022-03-27,3.61,low,52,46,Non-metro
Missouri,Reynolds County,2022-03-27,0,moderate,31.5,26.9,Non-metro
Indiana,Vigo County,2022-03-27,1.38,moderate,54.7,49.4,Metro
Michigan,Alcona County,2022-03-27,4.55,low,59.5,58.1,Non-metro
Nebraska,Frontier County,2022-03-27,3.6294571536429,low,54.4918086045924,27.4,Non-metro
North Dakota,Dunn County,2022-03-27,0,substantial,30.1,24.4,Non-metro
Missouri,Camden County,2022-03-27,1.65,moderate,52,45.1,Non-metro
Nebraska,Knox County,2022-03-27,3.6294571536429,low,49.9,49.2,Non-metro
Missouri,Holt County,2022-03-27,0,moderate,47.8,41.6,Non-metro
Minnesota,Watonwan County,2022-03-27,1.18,substantial,60.9,58.3,Non-metro
Indiana,Dubois County,2022-03-27,2.42,moderate,61.8,57.1,Non-metro
Ohio,Marion County,2022-03-27,2.23,moderate,50.9,47.9,Non-metro
North Dakota,Billings County,2022-03-27,3.6294571536429,low,25.9,20.9,Non-metro
Missouri,Newton County,2022-03-27,2.87,moderate,30,25.7,Metro
Nebraska,Loup County,2022-03-27,3.6294571536429,NA,29.8,29.7,Non-metro
Indiana,Vermillion County,2022-03-27,0,moderate,52.2,46.6,Metro
Nebraska,Logan County,2022-03-27,3.6294571536429,NA,54.4918086045924,21.9,Non-metro
Illinois,White County,2022-03-27,0,moderate,57.5,51.8,Non-metro
Missouri,Chariton County,2022-03-27,0,moderate,42.7,37.7,Non-metro
Nebraska,Stanton County,2022-03-27,3.6294571536429,low,54.4918086045924,28.5,Non-metro
Missouri,Dent County,2022-03-27,1.96,moderate,40.6,33.9,Non-metro
Ohio,Medina County,2022-03-27,1.54,moderate,66.9,63.8,Metro
Nebraska,Cuming County,2022-03-27,3.6294571536429,low,54.4918086045924,53,Non-metro
Nebraska,Gage County,2022-03-27,10,high,54.4918086045924,44.7,Non-metro
Kansas,Hamilton County,2022-03-27,3.6294571536429,low,47.7,41.3,Non-metro
Nebraska,Arthur County,2022-03-27,3.6294571536429,NA,54.4918086045924,19.7,Non-metro
Minnesota,Chisago County,2022-03-27,2.07,moderate,61.5,57.1,Metro
Wisconsin,Chippewa County,2022-03-27,1.81,moderate,60.1,56.6,Metro
North Dakota,Logan County,2022-03-27,0,substantial,43.5,37,Non-metro
Ohio,Clermont County,2022-03-27,1.18,moderate,60.2,56.6,Metro
Wisconsin,Polk County,2022-03-27,4.73,substantial,56,50.6,Non-metro
Wisconsin,Dunn County,2022-03-27,2.39,moderate,52.1,49,Non-metro
Nebraska,Scotts Bluff County,2022-03-27,3.41,low,54.4918086045924,41.4,Non-metro
Nebraska,Chase County,2022-03-27,8.7,substantial,54.4918086045924,33.4,Non-metro
Illinois,Henderson County,2022-03-27,0,moderate,56,48.8,Non-metro
North Dakota,McIntosh County,2022-03-27,0,low,50.8,43.4,Non-metro
Michigan,Muskegon County,2022-03-27,4.54,moderate,54.7,54.7,Metro
Ohio,Summit County,2022-03-27,1.83,moderate,67,63,Metro
Indiana,Miami County,2022-03-27,2.96,moderate,44.2,40,Non-metro
North Dakota,Slope County,2022-03-27,3.6294571536429,low,14.5,11.1,Non-metro
South Dakota,Corson County,2022-03-27,14.29,high,69.2,53.5,Non-metro
Michigan,Huron County,2022-03-27,2.99,low,55.2,53.9,Non-metro
Michigan,Lenawee County,2022-03-27,2.88,moderate,55.7,52.7,Non-metro
Minnesota,Kandiyohi County,2022-03-27,1.3,moderate,58.1,53.9,Non-metro
North Dakota,Adams County,2022-03-27,0,moderate,56.1,48.3,Non-metro
Nebraska,Dodge County,2022-03-27,5.88,moderate,54.4918086045924,53.8,Non-metro
Illinois,Douglas County,2022-03-27,1.6,moderate,53.1,48.7,Non-metro
Nebraska,Burt County,2022-03-27,8.33,substantial,54.4918086045924,58.4,Non-metro
Nebraska,Colfax County,2022-03-27,15,high,50.2,47.3,Non-metro
Michigan,Oceana County,2022-03-27,5.78,moderate,54.4918086045924,54,Non-metro
Nebraska,Cass County,2022-03-27,6.32,moderate,66.6,61.2,Metro
Minnesota,Yellow Medicine County,2022-03-27,2.44,substantial,59.9,56.4,Non-metro
Michigan,Lake County,2022-03-27,1.43,moderate,65.6,63.2,Non-metro
Illinois,Lee County,2022-03-27,0.56,moderate,64.6,59.6,Non-metro
Kansas,Scott County,2022-03-27,5.26,moderate,52.6,47.8,Non-metro
Nebraska,McPherson County,2022-03-27,3.6294571536429,low,54.4918086045924,14.6,Non-metro
Nebraska,Washington County,2022-03-27,0,low,58.6,56,Metro
Minnesota,Washington County,2022-03-27,3.33,substantial,75.4,70.1,Metro
Michigan,Tuscola County,2022-03-27,3.63,low,47.3,45.9,Non-metro
Wisconsin,Dane County,2022-03-27,4.95,substantial,89.4,82.4,Metro
Nebraska,Box Butte County,2022-03-27,3.6294571536429,high,54.4918086045924,33.8,Non-metro
Indiana,Tippecanoe County,2022-03-27,5.54,moderate,63.9,57.2,Metro
Nebraska,Banner County,2022-03-27,3.6294571536429,low,54.4918086045924,32.3,Non-metro
Minnesota,Ramsey County,2022-03-27,2.76,moderate,77.4,71.3,Metro
Indiana,Elkhart County,2022-03-27,2.23,moderate,48.4,42.7,Metro
Nebraska,Hooker County,2022-03-27,3.6294571536429,NA,42.4,41.9,Non-metro
Wisconsin,Sauk County,2022-03-27,1.9,moderate,67.9,63.3,Non-metro
Minnesota,Dakota County,2022-03-27,3.43,substantial,74.3,69.3,Metro
South Dakota,Perkins County,2022-03-27,3.6294571536429,low,36.2,32.1,Non-metro
Nebraska,Saunders County,2022-03-27,4.88,low,53.4,52.2,Metro
Ohio,Brown County,2022-03-27,2.9,moderate,43.8,40.8,Metro
Illinois,Richland County,2022-03-27,0,moderate,50.7,47.8,Non-metro
Indiana,Blackford County,2022-03-27,2.33,low,51.2,46.4,Non-metro
Kansas,Lane County,2022-03-27,3.6294571536429,low,46.4,42.9,Non-metro
Indiana,Delaware County,2022-03-27,0.74,moderate,53,48.2,Metro
North Dakota,Hettinger County,2022-03-27,1.92,low,44.8,39,Non-metro
Ohio,Adams County,2022-03-27,3.57,moderate,38.8,34.8,Non-metro
Indiana,Kosciusko County,2022-03-27,3.18,moderate,45,40.5,Non-metro
Michigan,Jackson County,2022-03-27,2.62,moderate,52.7,52.3,Metro
Nebraska,Perkins County,2022-03-27,3.6294571536429,low,41.1,40.9,Non-metro
Kansas,Kearny County,2022-03-27,4.76,low,61.7,53.4,Non-metro
Wisconsin,Columbia County,2022-03-27,2.67,moderate,71.1,66.8,Metro
Nebraska,Jefferson County,2022-03-27,3.6294571536429,low,56.4,55.2,Non-metro
Michigan,Mason County,2022-03-27,6.98,substantial,61.1,60.4,Non-metro
Nebraska,Dundy County,2022-03-27,3.6294571536429,low,41.3,39,Non-metro
Illinois,Vermilion County,2022-03-27,1.23,moderate,50.2,45.6,Metro
Nebraska,Keith County,2022-03-27,3.45,low,54.4918086045924,37.6,Non-metro
Indiana,Franklin County,2022-03-27,3.66,moderate,42.9,37.5,Non-metro
Illinois,Jasper County,2022-03-27,0,moderate,45.8,42,Non-metro
Illinois,Winnebago County,2022-03-27,1.58,moderate,63.9,57.9,Metro
Indiana,Carroll County,2022-03-27,1.11,moderate,40,35.4,Metro
Illinois,Cumberland County,2022-03-27,0.59,moderate,42.3,39,Non-metro
Illinois,Boone County,2022-03-27,1.37,moderate,66.8,61.1,Metro
Michigan,Branch County,2022-03-27,5.1,moderate,47.4,45,Non-metro
South Dakota,Potter County,2022-03-27,6.67,moderate,68.7,60.8,Non-metro
Minnesota,Lac qui Parle County,2022-03-27,0,low,61.1,58.5,Non-metro
Michigan,Wexford County,2022-03-27,5.78,substantial,51.8,51.3,Non-metro
Nebraska,Douglas County,2022-03-27,3.76,low,71.7,65.9,Metro
Ohio,Butler County,2022-03-27,1.54,high,60.6,56.6,Metro
Indiana,Starke County,2022-03-27,1.05,moderate,41,37,Non-metro
Ohio,Portage County,2022-03-27,1.72,moderate,60.3,57.1,Metro
South Dakota,Harding County,2022-03-27,3.6294571536429,low,21,18.8,Non-metro
Michigan,Hillsdale County,2022-03-27,5.69,moderate,40.2,38.4,Non-metro
Indiana,Grant County,2022-03-27,5.45,moderate,46.5,41.8,Non-metro
Wisconsin,Pepin County,2022-03-27,0,moderate,52.9,49.4,Non-metro
Kansas,Haskell County,2022-03-27,3.6294571536429,low,44.1,39,Non-metro
Wisconsin,Richland County,2022-03-27,2.97,substantial,62.4,58.6,Non-metro
Ohio,Warren County,2022-03-27,2.2,moderate,67.5,63.8,Metro
Indiana,Randolph County,2022-03-27,1.05,low,51,45.3,Non-metro
Illinois,Coles County,2022-03-27,1.11,substantial,50.3,46.1,Non-metro
Indiana,LaPorte County,2022-03-27,1.91,moderate,62.1,55.8,Metro
Minnesota,Chippewa County,2022-03-27,0.62,low,57,53.1,Non-metro
Nebraska,Morrill County,2022-03-27,0,low,36.7,35.5,Non-metro
Nebraska,Lancaster County,2022-03-27,2.71,low,71,66.3,Metro
Nebraska,Butler County,2022-03-27,0,low,51.5,51.2,Non-metro
Illinois,Ford County,2022-03-27,0.51,moderate,61.7,57.8,Metro
Nebraska,Lincoln County,2022-03-27,4.35,low,54.4918086045924,33.1,Non-metro
Indiana,Boone County,2022-03-27,4.59,moderate,77.1,70.4,Metro
Nebraska,Sarpy County,2022-03-27,4.77,low,71.1,65.3,Metro
Indiana,Clinton County,2022-03-27,1.42,moderate,53.3,48,Non-metro
Nebraska,Hayes County,2022-03-27,3.6294571536429,low,54.4918086045924,25.7,Non-metro
Michigan,Missaukee County,2022-03-27,4,substantial,48.8,48.3,Non-metro
Minnesota,Swift County,2022-03-27,0.53,substantial,61.2,57.6,Non-metro
Indiana,Fountain County,2022-03-27,0,substantial,51.8,46.6,Non-metro
Indiana,Warren County,2022-03-27,2.86,substantial,50.3,45.5,Non-metro
Nebraska,Seward County,2022-03-27,0,low,50.2,50.1,Metro
Missouri,St. Charles County,2022-03-27,2.69,moderate,69.6,60.9,Metro
Nebraska,Saline County,2022-03-27,4.76,low,54.4918086045924,52.3,Non-metro
Michigan,Saginaw County,2022-03-27,3.03,moderate,53.9,52.9,Metro
Wisconsin,Eau Claire County,2022-03-27,4.95,moderate,64.7,61.7,Metro
Missouri,Lincoln County,2022-03-27,1.95,moderate,44.4,38.8,Metro
Ohio,Columbiana County,2022-03-27,2.27,moderate,52.7,49,Non-metro
Missouri,Oregon County,2022-03-27,1.63,moderate,36.6,31,Non-metro
Nebraska,Garden County,2022-03-27,3.6294571536429,low,54.4918086045924,45.3,Non-metro
Indiana,Wabash County,2022-03-27,3.66,low,45.4,41,Non-metro
Michigan,Newaygo County,2022-03-27,3.26,moderate,54.4918086045924,44.5,Non-metro
Illinois,Ogle County,2022-03-27,1.62,moderate,62.7,57.8,Non-metro
Wisconsin,Iowa County,2022-03-27,2.59,substantial,72.9,68.6,Metro
Nebraska,Grant County,2022-03-27,3.6294571536429,NA,54.4918086045924,20.7,Non-metro
Michigan,Osceola County,2022-03-27,3.85,moderate,42.6,41.9,Non-metro
Indiana,White County,2022-03-27,5.43,moderate,59.4,54.4,Non-metro
Missouri,Howell County,2022-03-27,1.99,high,38.6,33.1,Non-metro
Indiana,Benton County,2022-03-27,3.85,moderate,44.8,41.7,Metro
North Dakota,Bowman County,2022-03-27,0,low,46.3,38.3,Non-metro
Kansas,Finney County,2022-03-27,0,low,62,46.5,Non-metro
Illinois,Edwards County,2022-03-27,2.94,low,43.3,40.2,Non-metro
South Dakota,Campbell County,2022-03-27,3.6294571536429,low,55.5,46.8,Non-metro
Kansas,Atchison County,2022-03-27,6.67,moderate,53.7,46.3,Non-metro
Missouri,Warren County,2022-03-27,4.2,moderate,46.5,41.6,Metro
Illinois,Champaign County,2022-03-27,0.98,high,72.1,64.9,Metro
Wisconsin,Buffalo County,2022-03-27,1.06,moderate,54.4,50.1,Non-metro
Ohio,Hamilton County,2022-03-27,2.08,substantial,68,62.5,Metro
Wisconsin,Grant County,2022-03-27,1.59,moderate,59.6,54.7,Non-metro
Illinois,Edgar County,2022-03-27,0.39,high,54.1,48.4,Non-metro
South Dakota,Walworth County,2022-03-27,4.17,low,57.1,48.6,Non-metro
Wisconsin,Crawford County,2022-03-27,3.58,moderate,61.9,58.1,Non-metro
South Dakota,Dewey County,2022-03-27,0,substantial,87.6,73.4,Non-metro
Missouri,Shannon County,2022-03-27,1.27,moderate,33.1,30.5,Non-metro
Wisconsin,Marquette County,2022-03-27,2.03,low,56.1,53.2,Non-metro
Missouri,Crawford County,2022-03-27,5.23,moderate,38.2,33.4,Non-metro
Kansas,Osborne County,2022-03-27,3.57,low,45.5,41.8,Non-metro
Michigan,Kalkaska County,2022-03-27,5.79,substantial,48.4,46.6,Non-metro
Wisconsin,Wood County,2022-03-27,4.6,substantial,67,61.4,Non-metro
Ohio,Ottawa County,2022-03-27,2.55,low,65.4,61.3,Non-metro
Illinois,Crawford County,2022-03-27,1.82,substantial,56.8,51.2,Non-metro
Nebraska,Dixon County,2022-03-27,3.6294571536429,low,54.4918086045924,43.6,Metro
South Dakota,McCook County,2022-03-27,0,low,69.7,57.1,Metro
Illinois,Tazewell County,2022-03-27,2.08,moderate,63,59.1,Metro
Illinois,Hancock County,2022-03-27,1.63,moderate,58.1,47.8,Non-metro
Minnesota,Rock County,2022-03-27,1.18,moderate,61.4,53.8,Non-metro
Ohio,Muskingum County,2022-03-27,1.72,moderate,50.4,48.3,Non-metro
Missouri,Grundy County,2022-03-27,2.13,high,40.6,35.2,Non-metro
Nebraska,Webster County,2022-03-27,3.6294571536429,high,54.4918086045924,38.4,Non-metro
Minnesota,Pope County,2022-03-27,2.24,moderate,60.7,57.1,Non-metro
Ohio,Lake County,2022-03-27,2.28,moderate,68.6,65.2,Metro
Indiana,Wells County,2022-03-27,1.08,moderate,45.6,41.5,Metro
Missouri,Mercer County,2022-03-27,7.14,substantial,42.3,35.6,Non-metro
Ohio,Lucas County,2022-03-27,2.13,moderate,62.1,57.7,Metro
Kansas,Lyon County,2022-03-27,3.23,moderate,63.9,57.2,Non-metro
Nebraska,Dawes County,2022-03-27,3.6294571536429,high,54.4918086045924,38.4,Non-metro
Kansas,Marshall County,2022-03-27,0,moderate,69.8,64.1,Non-metro
Kansas,Dickinson County,2022-03-27,0.85,moderate,65.3,56,Non-metro
Ohio,Washington County,2022-03-27,2.4,moderate,60.7,55.2,Non-metro
Indiana,Huntington County,2022-03-27,3.36,moderate,54.9,50.2,Non-metro
Missouri,Callaway County,2022-03-27,3.97,moderate,54,47,Metro
South Dakota,Oglala Lakota County,2022-03-27,3.6294571536429,moderate,88.5,75.6,Non-metro
Missouri,Clark County,2022-03-27,0,moderate,36.9,31,Non-metro
Ohio,Perry County,2022-03-27,1.74,moderate,42.2,40.7,Metro
Illinois,Washington County,2022-03-27,1.09,moderate,62.2,58.6,Non-metro
South Dakota,Lake County,2022-03-27,0,moderate,59.5,49.8,Non-metro
Kansas,Wyandotte County,2022-03-27,3.43,moderate,69.5,57,Metro
Michigan,Benzie County,2022-03-27,2.48,substantial,66.2,62.7,Non-metro
Wisconsin,Marinette County,2022-03-27,3.46,moderate,56.7,52.6,Non-metro
Nebraska,Thayer County,2022-03-27,3.6294571536429,low,54.4918086045924,47.7,Non-metro
Michigan,Houghton County,2022-03-27,7.73,substantial,53.9,52.1,Non-metro
Minnesota,Pipestone County,2022-03-27,1.79,moderate,58.3,54.3,Non-metro
Ohio,Noble County,2022-03-27,3.33,low,45.6,43.4,Non-metro
Indiana,Greene County,2022-03-27,1.08,moderate,45.6,41.1,Non-metro
Wisconsin,Clark County,2022-03-27,0.45,low,39.8,37.5,Non-metro
Missouri,Bates County,2022-03-27,2.03,moderate,44,38.6,Metro
Michigan,Manistee County,2022-03-27,2.8,moderate,61,59.7,Non-metro
Indiana,Pike County,2022-03-27,5.77,moderate,63,57.3,Non-metro
Missouri,Maries County,2022-03-27,0,low,49.3,43.7,Non-metro
South Dakota,Miner County,2022-03-27,3.6294571536429,low,64.4,54.6,Non-metro
Indiana,Spencer County,2022-03-27,2.78,moderate,49,44.2,Non-metro
Ohio,Geauga County,2022-03-27,1.87,moderate,64.2,61.1,Metro
Missouri,Miller County,2022-03-27,2.22,substantial,37.9,33.2,Non-metro
Kansas,Ness County,2022-03-27,0,low,58.8,52.3,Non-metro
Michigan,Antrim County,2022-03-27,2.5,moderate,61.2,57.9,Non-metro
Nebraska,Furnas County,2022-03-27,3.6294571536429,NA,54.4918086045924,44.2,Non-metro
Indiana,Brown County,2022-03-27,1.59,moderate,56.9,50.6,Metro
Nebraska,Thurston County,2022-03-27,3.6294571536429,low,86,74.1,Non-metro
Indiana,Posey County,2022-03-27,3.47,moderate,51.5,47.2,Metro
Kansas,Graham County,2022-03-27,8.33,substantial,52.2,49.1,Non-metro
Illinois,Mason County,2022-03-27,1.87,moderate,56.6,53.6,Non-metro
Illinois,Johnson County,2022-03-27,0.34,substantial,58.5,52.1,Non-metro
Wisconsin,Marathon County,2022-03-27,2.56,moderate,65,59.9,Metro
Indiana,Adams County,2022-03-27,3.28,low,36.1,32.9,Non-metro
Nebraska,Sheridan County,2022-03-27,3.6294571536429,high,54.4918086045924,31.9,Non-metro
Illinois,Lawrence County,2022-03-27,0,moderate,47.4,41,Non-metro
Wisconsin,Manitowoc County,2022-03-27,1.62,moderate,64.7,60.4,Non-metro
Missouri,Moniteau County,2022-03-27,0,moderate,39.9,35.7,Metro
Michigan,Iron County,2022-03-27,5.08,moderate,59,55.7,Non-metro
Wisconsin,Portage County,2022-03-27,2.97,moderate,68.6,62,Non-metro
Minnesota,Isanti County,2022-03-27,1.37,low,46.2,42.9,Metro
Indiana,Martin County,2022-03-27,4.35,low,48.8,45.1,Non-metro
Ohio,Guernsey County,2022-03-27,3.14,moderate,47.2,44.3,Non-metro
Kansas,Washington County,2022-03-27,11.11,high,58.4,53.8,Non-metro
Michigan,Monroe County,2022-03-27,4.13,substantial,62.1,56.5,Metro
South Dakota,Lincoln County,2022-03-27,0.7,low,75.3,58.3,Metro
Indiana,Gibson County,2022-03-27,5.18,moderate,51.5,46.4,Non-metro
Illinois,Stark County,2022-03-27,0.4,moderate,56.8,53.1,Metro
Wisconsin,Lincoln County,2022-03-27,2.22,moderate,58.5,55.2,Non-metro
Missouri,Gasconade County,2022-03-27,5,moderate,55.8,50.5,Non-metro
Illinois,Marshall County,2022-03-27,2.31,substantial,61.6,57,Metro
Indiana,Owen County,2022-03-27,2.33,moderate,46.2,42.4,Metro
Nebraska,Clay County,2022-03-27,3.6294571536429,low,54.4918086045924,41.4,Non-metro
Illinois,Fulton County,2022-03-27,0.82,moderate,61.7,57.5,Non-metro
Michigan,Keweenaw County,2022-03-27,6.67,high,62.1,58,Non-metro
Nebraska,Dakota County,2022-03-27,0,low,71.9,63.8,Metro
Missouri,Henry County,2022-03-27,0.77,low,52.4,45.8,Non-metro
South Dakota,Union County,2022-03-27,7.14,moderate,66.9,51.1,Metro
Illinois,Peoria County,2022-03-27,1.35,moderate,66.7,61.2,Metro
Indiana,Daviess County,2022-03-27,1.69,moderate,36,32.9,Non-metro
Michigan,Baraga County,2022-03-27,0,moderate,67.7,60.7,Non-metro
Michigan,Shiawassee County,2022-03-27,3.12,moderate,52.6,51.2,Non-metro
Kansas,Greenwood County,2022-03-27,0,moderate,53.9,49.3,Non-metro
Michigan,Ingham County,2022-03-27,5,substantial,59.4,56.9,Metro
Kansas,Leavenworth County,2022-03-27,2.92,moderate,70,58.3,Metro
Kansas,Russell County,2022-03-27,25,high,47.8,42.9,Non-metro
Kansas,McPherson County,2022-03-27,0.61,moderate,61.3,55.3,Non-metro
Kansas,Trego County,2022-03-27,5.56,high,41.4,39.2,Non-metro
Missouri,Osage County,2022-03-27,5,moderate,43.7,39.6,Metro
Illinois,Rock Island County,2022-03-27,1.07,moderate,70.6,57.7,Metro
Missouri,St. Clair County,2022-03-27,3.45,moderate,39.3,34.3,Non-metro
Wisconsin,Sheboygan County,2022-03-27,1.82,moderate,66.5,62.2,Metro
Kansas,Morris County,2022-03-27,6.45,moderate,61.4,55.7,Non-metro
Kansas,Gove County,2022-03-27,0,low,53.5,48.1,Non-metro
Illinois,Mercer County,2022-03-27,3.89,substantial,67.7,60.1,Metro
Nebraska,Fillmore County,2022-03-27,0,low,54.4918086045924,52.1,Non-metro
Indiana,Warrick County,2022-03-27,2.35,moderate,68.3,62.2,Metro
South Dakota,Bennett County,2022-03-27,2.04,low,69.9,57.1,Non-metro
Michigan,Grand Traverse County,2022-03-27,4.93,substantial,70,67.1,Non-metro
Kansas,Rooks County,2022-03-27,3.57,low,52,48.2,Non-metro
Missouri,Cole County,2022-03-27,2.73,moderate,60.1,52.4,Metro
South Dakota,Turner County,2022-03-27,0,moderate,62.5,53.1,Metro
Indiana,Vanderburgh County,2022-03-27,4.6,moderate,62.8,57.1,Metro
Michigan,Eaton County,2022-03-27,5.21,substantial,58.3,56.9,Metro
Kansas,Chase County,2022-03-27,3.6294571536429,low,50.9,46.1,Non-metro
Indiana,Knox County,2022-03-27,2.7,moderate,53.8,49.1,Non-metro
Kansas,Ellis County,2022-03-27,1.35,low,57.4,49.5,Non-metro
Michigan,Dickinson County,2022-03-27,0,low,73,66,Non-metro
Michigan,Menominee County,2022-03-27,5.68,substantial,68.4,56.6,Non-metro
Ohio,Jefferson County,2022-03-27,3.21,moderate,55.3,50.1,Metro
Missouri,Linn County,2022-03-27,0,substantial,53.7,45.9,Non-metro
Wisconsin,Calumet County,2022-03-27,2.41,moderate,59.3,56.1,Metro
Minnesota,Stevens County,2022-03-27,2.53,moderate,61,57.7,Non-metro
Ohio,Cuyahoga County,2022-03-27,2.26,moderate,69.3,64.6,Metro
Minnesota,Mille Lacs County,2022-03-27,0.54,moderate,62.5,57.5,Metro
Nebraska,Sioux County,2022-03-27,3.6294571536429,low,54.4918086045924,24.9,Non-metro
Ohio,Fulton County,2022-03-27,0.34,low,55.2,52.3,Metro
Wisconsin,Florence County,2022-03-27,5.26,moderate,58.6,54.5,Non-metro
Minnesota,Kanabec County,2022-03-27,0.62,moderate,45.8,42.8,Non-metro
Illinois,Marion County,2022-03-27,2.17,low,49.2,45.6,Non-metro
Michigan,Leelanau County,2022-03-27,5.3,substantial,87.7,81.7,Non-metro
South Dakota,Minnehaha County,2022-03-27,1.3,low,84.3,66,Metro
South Dakota,Moody County,2022-03-27,0,low,63.6,49.1,Non-metro
Missouri,Pemiscot County,2022-03-27,0,substantial,39.9,31.2,Non-metro
Michigan,Clinton County,2022-03-27,4.15,substantial,58.6,57.3,Metro
Ohio,Harrison County,2022-03-27,4,moderate,46,42.9,Non-metro
Nebraska,Phelps County,2022-03-27,3.6294571536429,low,54.4918086045924,39.7,Non-metro
Ohio,Coshocton County,2022-03-27,1.75,low,40.8,38.6,Non-metro
Illinois,Wabash County,2022-03-27,4.76,substantial,54.8,49,Non-metro
South Dakota,Brookings County,2022-03-27,0,low,61.2,51.6,Non-metro
Illinois,Henry County,2022-03-27,1.54,moderate,65.4,58.8,Metro
Kansas,Mitchell County,2022-03-27,0,low,55.9,53.3,Non-metro
Illinois,Massac County,2022-03-27,1.7,moderate,46.4,40.9,Non-metro
Kansas,Coffey County,2022-03-27,0,substantial,59.1,53.1,Non-metro
Indiana,Monroe County,2022-03-27,3.29,moderate,64.8,58.5,Metro
Kansas,Jewell County,2022-03-27,0,low,50.1,46.5,Non-metro
