"Date","county","dose_1_pct","fully_pct","metro","state"
2022-03-22,"Griggs County",51.1,46.1,"Non-metro","North Dakota"
2022-03-19,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-21,"Slope County",14.5,11.1,"Non-metro","North Dakota"
2022-03-09,"Barnes County",65.2,56.8,"Non-metro","North Dakota"
2022-03-03,"Sioux County",69.8,56.2,"Metro","North Dakota"
2022-03-04,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-28,"Kidder County",40.6,32.9,"Non-metro","North Dakota"
2022-03-19,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-27,"Divide County",46,40.9,"Non-metro","North Dakota"
2022-03-03,"Billings County",25.9,20.9,"Non-metro","North Dakota"
2022-03-08,"Stark County",43.2,36,"Non-metro","North Dakota"
2022-03-05,"Kidder County",40.6,32.9,"Non-metro","North Dakota"
2022-03-26,"Eddy County",54.5,51.3,"Non-metro","North Dakota"
2022-03-08,"Bottineau County",57.6,49.8,"Non-metro","North Dakota"
2022-03-12,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-04,"Morton County",52.2,44.8,"Metro","North Dakota"
2022-03-17,"Cavalier County",65.7,59.7,"Non-metro","North Dakota"
2022-03-25,"Morton County",52.3,44.8,"Metro","North Dakota"
2022-03-27,"Towner County",50.8,46.9,"Non-metro","North Dakota"
2022-03-05,"Morton County",52.2,44.8,"Metro","North Dakota"
2022-03-15,"McLean County",55,45.9,"Non-metro","North Dakota"
2022-03-28,"Divide County",46,40.9,"Non-metro","North Dakota"
2022-03-05,"Hettinger County",44.7,38.9,"Non-metro","North Dakota"
2022-03-28,"Benson County",57.4,51.6,"Non-metro","North Dakota"
2022-03-28,"Traill County",61.3,53.7,"Non-metro","North Dakota"
2022-03-06,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-28,"McLean County",55.2,46,"Non-metro","North Dakota"
2022-03-06,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-16,"Sioux County",70.7,57.2,"Metro","North Dakota"
2022-03-03,"Mercer County",43.1,38.3,"Non-metro","North Dakota"
2022-03-21,"Ward County",57.5,48.7,"Non-metro","North Dakota"
2022-03-05,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-12,"Stutsman County",61.6,52.8,"Non-metro","North Dakota"
2022-03-22,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-30,"McKenzie County",28.3,21.9,"Non-metro","North Dakota"
2022-03-14,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-29,"Walsh County",66.7,57.7,"Non-metro","North Dakota"
2022-03-19,"Ransom County",66.9,58.7,"Non-metro","North Dakota"
2022-03-21,"Golden Valley County",37.5,29.9,"Non-metro","North Dakota"
2022-03-20,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-25,"Sargent County",64.9,58.2,"Non-metro","North Dakota"
2022-03-21,"Mountrail County",59.8,41.9,"Non-metro","North Dakota"
2022-03-28,"Stark County",43.3,36.1,"Non-metro","North Dakota"
2022-03-28,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-18,"Ransom County",66.9,58.7,"Non-metro","North Dakota"
2022-03-23,"Walsh County",66.6,57.7,"Non-metro","North Dakota"
2022-03-16,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-21,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-14,"LaMoure County",54.3,47.9,"Non-metro","North Dakota"
2022-03-29,"Eddy County",54.5,51.3,"Non-metro","North Dakota"
2022-03-10,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-24,"Burke County",44.2,39,"Non-metro","North Dakota"
2022-03-07,"Logan County",43.4,37,"Non-metro","North Dakota"
2022-03-03,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-05,"Bowman County",46.2,38.3,"Non-metro","North Dakota"
2022-03-22,"Bowman County",46.3,38.3,"Non-metro","North Dakota"
2022-03-03,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-21,"Richland County",58.7,50.9,"Non-metro","North Dakota"
2022-03-24,"Sioux County",71.4,57.8,"Metro","North Dakota"
2022-03-06,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-11,"Bowman County",46.3,38.3,"Non-metro","North Dakota"
2022-03-20,"Ransom County",66.9,58.7,"Non-metro","North Dakota"
2022-03-03,"Traill County",61.2,53.6,"Non-metro","North Dakota"
2022-03-29,"Golden Valley County",37.6,30,"Non-metro","North Dakota"
2022-03-29,"Burleigh County",59.1,50.3,"Metro","North Dakota"
2022-03-01,"Burleigh County",59.1,50.2,"Metro","North Dakota"
2022-03-29,"Steele County",54.2,46.4,"Non-metro","North Dakota"
2022-03-16,"LaMoure County",54.3,47.9,"Non-metro","North Dakota"
2022-03-22,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-03,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-24,"Eddy County",54.4,51.3,"Non-metro","North Dakota"
2022-03-02,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-29,"Rolette County",86.6,68.7,"Non-metro","North Dakota"
2022-03-18,"McKenzie County",28.2,21.9,"Non-metro","North Dakota"
2022-03-22,"Morton County",52.3,44.8,"Metro","North Dakota"
2022-03-21,"McKenzie County",28.2,21.9,"Non-metro","North Dakota"
2022-03-20,"Dunn County",30,24.4,"Non-metro","North Dakota"
2022-03-26,"Williams County",36.3,29.9,"Non-metro","North Dakota"
2022-03-17,"Sargent County",64.9,58.2,"Non-metro","North Dakota"
2022-03-05,"Towner County",50.8,46.9,"Non-metro","North Dakota"
2022-03-22,"McHenry County",46.3,41.6,"Non-metro","North Dakota"
2022-03-29,"Sioux County",71.8,58.4,"Metro","North Dakota"
2022-03-22,"Cavalier County",65.7,59.8,"Non-metro","North Dakota"
2022-03-14,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-15,"McKenzie County",28.1,21.9,"Non-metro","North Dakota"
2022-03-28,"Burleigh County",59.1,50.3,"Metro","North Dakota"
2022-03-16,"Bottineau County",57.6,49.8,"Non-metro","North Dakota"
2022-03-28,"Ramsey County",63.5,56.4,"Non-metro","North Dakota"
2022-03-19,"Cavalier County",65.7,59.7,"Non-metro","North Dakota"
2022-03-04,"Dunn County",30.1,24.3,"Non-metro","North Dakota"
2022-03-07,"Mountrail County",59.7,41.7,"Non-metro","North Dakota"
2022-03-16,"Kidder County",40.6,32.9,"Non-metro","North Dakota"
2022-03-30,"Bottineau County",57.7,49.8,"Non-metro","North Dakota"
2022-03-20,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-09,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-27,"Golden Valley County",37.6,30,"Non-metro","North Dakota"
2022-03-05,"Walsh County",66.5,57.6,"Non-metro","North Dakota"
2022-03-24,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-30,"Renville County",43.8,38.5,"Non-metro","North Dakota"
2022-03-29,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-21,"Sioux County",71.2,57.6,"Metro","North Dakota"
2022-03-14,"Ramsey County",63.4,56.3,"Non-metro","North Dakota"
2022-03-11,"Hettinger County",44.8,39,"Non-metro","North Dakota"
2022-03-12,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-17,"Slope County",14.5,11.1,"Non-metro","North Dakota"
2022-03-05,"Cavalier County",65.7,59.7,"Non-metro","North Dakota"
2022-03-16,"Eddy County",54.4,51.3,"Non-metro","North Dakota"
2022-03-16,"Ramsey County",63.4,56.3,"Non-metro","North Dakota"
2022-03-02,"Sargent County",64.8,58.1,"Non-metro","North Dakota"
2022-03-15,"Oliver County",28.5,25.3,"Metro","North Dakota"
2022-03-01,"Eddy County",54.4,51.3,"Non-metro","North Dakota"
2022-03-10,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-17,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-07,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-13,"LaMoure County",54.3,47.9,"Non-metro","North Dakota"
2022-03-06,"Towner County",50.8,46.9,"Non-metro","North Dakota"
2022-03-01,"Rolette County",85.9,68,"Non-metro","North Dakota"
2022-03-24,"Mercer County",43.2,38.4,"Non-metro","North Dakota"
2022-03-22,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-14,"Steele County",54.2,46.3,"Non-metro","North Dakota"
2022-03-02,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-21,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-31,"Richland County",58.7,50.9,"Non-metro","North Dakota"
2022-03-21,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-02,"McHenry County",46.2,41.6,"Non-metro","North Dakota"
2022-03-27,"Burke County",44.2,39,"Non-metro","North Dakota"
2022-03-03,"Hettinger County",44.7,38.9,"Non-metro","North Dakota"
2022-03-31,"Cass County",69.2,59.8,"Metro","North Dakota"
2022-03-03,"Towner County",50.8,46.9,"Non-metro","North Dakota"
2022-03-14,"Morton County",52.2,44.8,"Metro","North Dakota"
2022-03-26,"Divide County",46,40.9,"Non-metro","North Dakota"
2022-03-01,"Pembina County",64.3,55.3,"Non-metro","North Dakota"
2022-03-04,"Golden Valley County",37.4,29.9,"Non-metro","North Dakota"
2022-03-23,"LaMoure County",54.3,47.9,"Non-metro","North Dakota"
2022-03-24,"Barnes County",65.2,56.9,"Non-metro","North Dakota"
2022-03-15,"Dunn County",30,24.3,"Non-metro","North Dakota"
2022-03-14,"Rolette County",86.1,68.3,"Non-metro","North Dakota"
2022-03-14,"Mercer County",43.1,38.3,"Non-metro","North Dakota"
2022-03-19,"Stark County",43.3,36.1,"Non-metro","North Dakota"
2022-03-29,"Morton County",52.3,44.9,"Metro","North Dakota"
2022-03-06,"Mountrail County",59.7,41.7,"Non-metro","North Dakota"
2022-03-14,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-27,"Bowman County",46.3,38.3,"Non-metro","North Dakota"
2022-03-07,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-10,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-08,"Ramsey County",63.4,56.3,"Non-metro","North Dakota"
2022-03-11,"Divide County",46,40.8,"Non-metro","North Dakota"
2022-03-16,"McKenzie County",28.1,21.9,"Non-metro","North Dakota"
2022-03-14,"Burke County",44.1,38.9,"Non-metro","North Dakota"
2022-03-07,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-12,"Sargent County",64.8,58.2,"Non-metro","North Dakota"
2022-03-25,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-02,"Ransom County",66.7,58.6,"Non-metro","North Dakota"
2022-03-06,"Traill County",61.2,53.6,"Non-metro","North Dakota"
2022-03-29,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-08,"Grand Forks County",68.9,58.1,"Metro","North Dakota"
2022-03-10,"Bottineau County",57.6,49.8,"Non-metro","North Dakota"
2022-03-25,"Burke County",44.2,39,"Non-metro","North Dakota"
2022-03-28,"Cavalier County",65.7,59.8,"Non-metro","North Dakota"
2022-03-16,"Billings County",25.9,20.9,"Non-metro","North Dakota"
2022-03-15,"Grand Forks County",68.9,58.2,"Metro","North Dakota"
2022-03-07,"Renville County",43.8,38.5,"Non-metro","North Dakota"
2022-03-21,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-31,"Williams County",36.4,29.9,"Non-metro","North Dakota"
2022-03-18,"Pembina County",64.3,55.3,"Non-metro","North Dakota"
2022-03-14,"McHenry County",46.3,41.6,"Non-metro","North Dakota"
2022-03-13,"Rolette County",86.1,68.3,"Non-metro","North Dakota"
2022-03-18,"Sioux County",71,57.3,"Metro","North Dakota"
2022-03-16,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-11,"Grand Forks County",68.9,58.2,"Metro","North Dakota"
2022-03-14,"Pembina County",64.3,55.3,"Non-metro","North Dakota"
2022-03-20,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-01,"Bowman County",46.2,38.3,"Non-metro","North Dakota"
2022-03-11,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-30,"Sioux County",71.9,58.5,"Metro","North Dakota"
2022-03-14,"Williams County",36.3,29.9,"Non-metro","North Dakota"
2022-03-29,"Bottineau County",57.7,49.8,"Non-metro","North Dakota"
2022-03-22,"Grand Forks County",68.9,58.2,"Metro","North Dakota"
2022-03-29,"Cavalier County",65.7,59.8,"Non-metro","North Dakota"
2022-03-31,"Cavalier County",65.7,59.8,"Non-metro","North Dakota"
2022-03-02,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-11,"Pembina County",64.3,55.3,"Non-metro","North Dakota"
2022-03-30,"Kidder County",40.6,32.9,"Non-metro","North Dakota"
2022-03-20,"Grand Forks County",68.9,58.2,"Metro","North Dakota"
2022-03-03,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-28,"Golden Valley County",37.6,30,"Non-metro","North Dakota"
2022-03-04,"Oliver County",28.4,25.3,"Metro","North Dakota"
2022-03-29,"Griggs County",51.1,46.1,"Non-metro","North Dakota"
2022-03-09,"Rolette County",86.1,68.2,"Non-metro","North Dakota"
2022-03-15,"Hettinger County",44.8,39,"Non-metro","North Dakota"
2022-03-04,"Slope County",14.4,11.1,"Non-metro","North Dakota"
2022-03-08,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-29,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-30,"Burleigh County",59.1,50.3,"Metro","North Dakota"
2022-03-15,"Golden Valley County",37.5,29.9,"Non-metro","North Dakota"
2022-03-02,"Ramsey County",63.3,56.3,"Non-metro","North Dakota"
2022-03-01,"McLean County",55,45.9,"Non-metro","North Dakota"
2022-03-14,"Bowman County",46.3,38.3,"Non-metro","North Dakota"
2022-03-03,"Williams County",36.2,29.8,"Non-metro","North Dakota"
2022-03-18,"McHenry County",46.3,41.6,"Non-metro","North Dakota"
2022-03-23,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-03,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-11,"Eddy County",54.4,51.3,"Non-metro","North Dakota"
2022-03-12,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-18,"Bottineau County",57.6,49.8,"Non-metro","North Dakota"
2022-03-09,"Sioux County",70.2,56.6,"Metro","North Dakota"
2022-03-30,"LaMoure County",54.4,48.1,"Non-metro","North Dakota"
2022-03-21,"Cavalier County",65.7,59.7,"Non-metro","North Dakota"
2022-03-11,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-23,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-30,"Williams County",36.4,29.9,"Non-metro","North Dakota"
2022-03-25,"Ward County",57.6,48.7,"Non-metro","North Dakota"
2022-03-07,"Griggs County",51,46.1,"Non-metro","North Dakota"
2022-03-02,"Morton County",52.2,44.8,"Metro","North Dakota"
2022-03-24,"Mountrail County",59.8,41.9,"Non-metro","North Dakota"
2022-03-27,"Barnes County",65.2,56.9,"Non-metro","North Dakota"
2022-03-28,"Sargent County",64.9,58.2,"Non-metro","North Dakota"
2022-03-24,"Pembina County",64.3,55.4,"Non-metro","North Dakota"
2022-03-24,"Bowman County",46.3,38.3,"Non-metro","North Dakota"
2022-03-10,"Bowman County",46.3,38.3,"Non-metro","North Dakota"
2022-03-20,"Traill County",61.2,53.6,"Non-metro","North Dakota"
2022-03-04,"Divide County",46,40.8,"Non-metro","North Dakota"
2022-03-16,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-05,"Mercer County",43.1,38.3,"Non-metro","North Dakota"
2022-03-12,"Burleigh County",59.1,50.2,"Metro","North Dakota"
2022-03-14,"Sargent County",64.8,58.2,"Non-metro","North Dakota"
2022-03-08,"Slope County",14.4,11.1,"Non-metro","North Dakota"
2022-03-10,"Steele County",54.2,46.3,"Non-metro","North Dakota"
2022-03-28,"Pembina County",64.3,55.4,"Non-metro","North Dakota"
2022-03-23,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-15,"Barnes County",65.2,56.8,"Non-metro","North Dakota"
2022-03-01,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-15,"Cavalier County",65.7,59.7,"Non-metro","North Dakota"
2022-03-01,"Slope County",14.4,11.1,"Non-metro","North Dakota"
2022-03-10,"Golden Valley County",37.4,29.9,"Non-metro","North Dakota"
2022-03-02,"Burke County",44.1,38.8,"Non-metro","North Dakota"
2022-03-25,"Eddy County",54.5,51.3,"Non-metro","North Dakota"
2022-03-15,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-26,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-22,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-08,"Williams County",36.3,29.8,"Non-metro","North Dakota"
2022-03-29,"Barnes County",65.2,56.9,"Non-metro","North Dakota"
2022-03-16,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-14,"Divide County",46,40.8,"Non-metro","North Dakota"
2022-03-08,"Golden Valley County",37.4,29.9,"Non-metro","North Dakota"
2022-03-26,"McHenry County",46.3,41.6,"Non-metro","North Dakota"
2022-03-10,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-18,"Divide County",46,40.8,"Non-metro","North Dakota"
2022-03-31,"Oliver County",28.6,25.5,"Metro","North Dakota"
2022-03-18,"Mercer County",43.2,38.4,"Non-metro","North Dakota"
2022-03-10,"Burleigh County",59.1,50.2,"Metro","North Dakota"
2022-03-24,"Slope County",14.5,11.1,"Non-metro","North Dakota"
2022-03-17,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-18,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-07,"Kidder County",40.6,32.9,"Non-metro","North Dakota"
2022-03-19,"Stutsman County",61.6,52.8,"Non-metro","North Dakota"
2022-03-11,"Slope County",14.4,11.1,"Non-metro","North Dakota"
2022-03-07,"Ward County",57.4,48.6,"Non-metro","North Dakota"
2022-03-16,"Rolette County",86.2,68.3,"Non-metro","North Dakota"
2022-03-30,"Billings County",25.9,20.9,"Non-metro","North Dakota"
2022-03-11,"Walsh County",66.6,57.6,"Non-metro","North Dakota"
2022-03-10,"Grand Forks County",68.9,58.1,"Metro","North Dakota"
2022-03-31,"Mountrail County",60.1,42,"Non-metro","North Dakota"
2022-03-01,"McHenry County",46.2,41.6,"Non-metro","North Dakota"
2022-03-10,"McHenry County",46.3,41.6,"Non-metro","North Dakota"
2022-03-13,"Burke County",44.1,38.9,"Non-metro","North Dakota"
2022-03-28,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-30,"Rolette County",86.6,68.7,"Non-metro","North Dakota"
2022-03-19,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-08,"McKenzie County",28.1,21.8,"Non-metro","North Dakota"
2022-03-25,"Williams County",36.3,29.9,"Non-metro","North Dakota"
2022-03-31,"Sioux County",72,58.6,"Metro","North Dakota"
2022-03-18,"Eddy County",54.4,51.3,"Non-metro","North Dakota"
2022-03-22,"McLean County",55.1,46,"Non-metro","North Dakota"
2022-03-21,"Oliver County",28.5,25.5,"Metro","North Dakota"
2022-03-09,"Slope County",14.4,11.1,"Non-metro","North Dakota"
2022-03-22,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-01,"McIntosh County",50.6,43.1,"Non-metro","North Dakota"
2022-03-16,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-10,"Benson County",57.3,51.6,"Non-metro","North Dakota"
2022-03-07,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-12,"Ward County",57.5,48.6,"Non-metro","North Dakota"
2022-03-14,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-20,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-24,"Rolette County",86.4,68.5,"Non-metro","North Dakota"
2022-03-14,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-28,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-19,"Hettinger County",44.8,39,"Non-metro","North Dakota"
2022-03-18,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-07,"Barnes County",65.2,56.8,"Non-metro","North Dakota"
2022-03-31,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-25,"Traill County",61.3,53.7,"Non-metro","North Dakota"
2022-03-25,"Stark County",43.3,36.1,"Non-metro","North Dakota"
2022-03-07,"McLean County",55,45.9,"Non-metro","North Dakota"
2022-03-12,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-13,"Pembina County",64.3,55.3,"Non-metro","North Dakota"
2022-03-23,"Grand Forks County",68.9,58.2,"Metro","North Dakota"
2022-03-29,"Hettinger County",44.8,39,"Non-metro","North Dakota"
2022-03-08,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-07,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-26,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-05,"Ward County",57.4,48.6,"Non-metro","North Dakota"
2022-03-25,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-10,"Dunn County",30.1,24.3,"Non-metro","North Dakota"
2022-03-05,"Stark County",43.2,36,"Non-metro","North Dakota"
2022-03-29,"McLean County",55.2,46,"Non-metro","North Dakota"
2022-03-27,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-03,"Slope County",14.4,11.1,"Non-metro","North Dakota"
2022-03-09,"Renville County",43.8,38.5,"Non-metro","North Dakota"
2022-03-01,"Barnes County",65.2,56.8,"Non-metro","North Dakota"
2022-03-23,"Billings County",25.9,20.9,"Non-metro","North Dakota"
2022-03-13,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-17,"Mountrail County",59.8,41.8,"Non-metro","North Dakota"
2022-03-12,"Pembina County",64.3,55.3,"Non-metro","North Dakota"
2022-03-04,"McKenzie County",28.1,21.8,"Non-metro","North Dakota"
2022-03-18,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-19,"McIntosh County",50.8,43.4,"Non-metro","North Dakota"
2022-03-22,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-14,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-06,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-25,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-03,"Grand Forks County",68.8,58.1,"Metro","North Dakota"
2022-03-23,"Ward County",57.5,48.7,"Non-metro","North Dakota"
2022-03-12,"Steele County",54.2,46.3,"Non-metro","North Dakota"
2022-03-10,"Stutsman County",61.6,52.8,"Non-metro","North Dakota"
2022-03-10,"Burke County",44.1,38.9,"Non-metro","North Dakota"
2022-03-01,"Emmons County",40.9,33.8,"Non-metro","North Dakota"
2022-03-31,"Sargent County",64.9,58.2,"Non-metro","North Dakota"
2022-03-09,"Stutsman County",61.6,52.8,"Non-metro","North Dakota"
2022-03-07,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-17,"Dickey County",57.7,52.5,"Non-metro","North Dakota"
2022-03-28,"Cass County",69.1,59.8,"Metro","North Dakota"
2022-03-03,"McIntosh County",50.6,43.1,"Non-metro","North Dakota"
2022-03-09,"Steele County",54.2,46.3,"Non-metro","North Dakota"
2022-03-28,"Eddy County",54.5,51.3,"Non-metro","North Dakota"
2022-03-17,"Sheridan County",40.1,36.2,"Non-metro","North Dakota"
2022-03-12,"Ramsey County",63.4,56.3,"Non-metro","North Dakota"
2022-03-02,"Nelson County",76.1,70.5,"Non-metro","North Dakota"
2022-03-09,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-11,"Williams County",36.3,29.8,"Non-metro","North Dakota"
2022-03-22,"Sioux County",71.2,57.6,"Metro","North Dakota"
2022-03-25,"Pembina County",64.3,55.4,"Non-metro","North Dakota"
2022-03-27,"Mercer County",43.2,38.4,"Non-metro","North Dakota"
2022-03-07,"Divide County",46,40.8,"Non-metro","North Dakota"
2022-03-25,"Renville County",43.8,38.5,"Non-metro","North Dakota"
2022-03-12,"LaMoure County",54.3,47.9,"Non-metro","North Dakota"
2022-03-11,"Mountrail County",59.8,41.7,"Non-metro","North Dakota"
2022-03-24,"Stark County",43.3,36.1,"Non-metro","North Dakota"
2022-03-06,"McIntosh County",50.7,43.3,"Non-metro","North Dakota"
2022-03-26,"Slope County",14.5,11.1,"Non-metro","North Dakota"
2022-03-31,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-23,"Kidder County",40.6,32.9,"Non-metro","North Dakota"
2022-03-16,"Oliver County",28.5,25.5,"Metro","North Dakota"
2022-03-27,"Ransom County",66.9,58.7,"Non-metro","North Dakota"
2022-03-02,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-03,"Ransom County",66.7,58.6,"Non-metro","North Dakota"
2022-03-10,"Mountrail County",59.7,41.7,"Non-metro","North Dakota"
2022-03-09,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-31,"Stark County",43.3,36.1,"Non-metro","North Dakota"
2022-03-07,"Sargent County",64.8,58.2,"Non-metro","North Dakota"
2022-03-18,"Golden Valley County",37.5,29.9,"Non-metro","North Dakota"
2022-03-27,"Cavalier County",65.7,59.8,"Non-metro","North Dakota"
2022-03-12,"Eddy County",54.4,51.3,"Non-metro","North Dakota"
2022-03-09,"Billings County",25.9,20.9,"Non-metro","North Dakota"
2022-03-12,"McKenzie County",28.1,21.8,"Non-metro","North Dakota"
2022-03-31,"Traill County",61.3,53.7,"Non-metro","North Dakota"
2022-03-18,"Burke County",44.1,38.9,"Non-metro","North Dakota"
2022-03-17,"Grant County",27.3,23,"Non-metro","North Dakota"
2022-03-16,"Golden Valley County",37.5,29.9,"Non-metro","North Dakota"
2022-03-10,"Ramsey County",63.4,56.3,"Non-metro","North Dakota"
2022-03-24,"Pierce County",49.9,45,"Non-metro","North Dakota"
2022-03-15,"Mercer County",43.1,38.3,"Non-metro","North Dakota"
2022-03-26,"Oliver County",28.6,25.5,"Metro","North Dakota"
2022-03-23,"Adams County",56.1,48.3,"Non-metro","North Dakota"
2022-03-17,"Traill County",61.2,53.6,"Non-metro","North Dakota"
2022-03-09,"Walsh County",66.6,57.6,"Non-metro","North Dakota"
2022-03-11,"Ransom County",66.8,58.7,"Non-metro","North Dakota"
2022-03-18,"Hettinger County",44.8,39,"Non-metro","North Dakota"
2022-03-02,"Griggs County",51,46,"Non-metro","North Dakota"
2022-03-22,"Hettinger County",44.8,39,"Non-metro","North Dakota"
2022-03-13,"Wells County",48.6,43.3,"Non-metro","North Dakota"
2022-03-17,"Dunn County",30,24.4,"Non-metro","North Dakota"
2022-03-09,"McHenry County",46.3,41.6,"Non-metro","North Dakota"
2022-03-23,"Cavalier County",65.7,59.8,"Non-metro","North Dakota"
2022-03-26,"Benson County",57.4,51.6,"Non-metro","North Dakota"
2022-03-11,"Steele County",54.2,46.3,"Non-metro","North Dakota"
2022-03-20,"Slope County",14.5,11.1,"Non-metro","North Dakota"
2022-03-11,"Richland County",58.7,50.8,"Non-metro","North Dakota"
2022-03-08,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-01,"Foster County",59.7,54.2,"Non-metro","North Dakota"
2022-03-19,"Slope County",14.5,11.1,"Non-metro","North Dakota"
2022-03-10,"Renville County",43.8,38.5,"Non-metro","North Dakota"
2022-03-24,"Billings County",25.9,20.9,"Non-metro","North Dakota"
2022-03-20,"Burke County",44.1,39,"Non-metro","North Dakota"
